lang_loading_game    ="กำลังโหลด"
lang_event_collect_title    ="เตรียมตัวเดินทาง"
lang_event_collect_quest    ="สะสม @amount@ @type@ เพื่อรับรางวัล!"
# Alert    =""
lang_alert_confirm_progress    ="หากคุณต้องการเขียนทับความคืบหน้าปัจจุบัน โปรดพิมพ์ "ตกลง""
lang_alert_not_login    ="คุณยังไม่ได้เข้าสู่ระบบ"
lang_alert_punish_cheat    ="ระบบตรวจพบการแปลงเวลา..."
lang_alert_login_succeed    ="เข้าสู่ระบบเรียบร้อย"
lang_alert_no_internet    ="ไม่สามารถที่จะเชื่อมต่ออินเทอร์เน็ต!"
lang_alert_not_enough_card    ="คุณมีบัตรไม่เพียงพอ"
lang_alert_recipe_cooling_down    ="สูตรอยู่ในช่วงพัก"
lang_alert_comeback_tomorrow    ="กลับมาพรุ่งนี้"
lang_alert_out_of_level    ="ขอแสดงความยินดีที่ผ่านระดับสุดท้ายของการเดินทางครั้งนี้ จะมีความท้าทายอีกมากมายรออยู่ข้างหน้า รอการอัปเดตครั้งต่อไป!"
lang_alert_display_unavailable_artifact    ="สิ่งประดิษฐ์ปัจจุบันหมดพลังงานและไม่มีการใช้งานแล้ว\n\nคุณต้องการเก็บไว้ในคอลเล็กชันหรือไม่"
lang_alert_confirm_undisplay_artifact    ="คุณต้องการเก็บสิ่งประดิษฐ์ไว้หรือไม่\nการจัดเก็บไว้ในคอลเล็กชันหมายความว่ามันจะถูกปิดการใช้งาน"
lang_alert_cannot_change_acc    ="ไม่สามารถสลับบัญชีได้!"
lang_offer_1    ="การเดินทางเริ่มต้นขึ้น"
lang_offer_2    ="ก้าวเดินเพื่อค้นพบ"
lang_offer_3    ="เที่ยวรอบโลก"
lang_offer_110    ="เที่ยวรอบโลก"
lang_offer_120    ="เที่ยวรอบโลก"
lang_offer_130    ="เที่ยวรอบโลก"
# Craft    =""
lang_craft_machine    ="เครื่องประดิษฐ์"
lang_craft_ingredient    ="วัตถุดิบ"
lang_craft_reward    ="ไอเทม"
lang_connect_for_recipe    ="เชื่อมต่ออินเทอร์เน็ตเพื่อรับสูตร"
lang_craft_inventory    ="คลังการ์ดสะสม"
lang_recipe_cooldown    ="สูตรจะพร้อมใน"
lang_craft    ="คราฟต์"
lang_login_for_recipe    ="เข้าสู่ระบบเพื่อรับสูตร"
#Ads    =""
lang_ads_heart_des    ="เพิ่มหัวใจ 1 ดวงเพื่อเล่นต่อ"
lang_ads_win_streak_des    ="เพิ่ม 1 ระดับในเครื่องประดิษฐ์"
lang_title_ads_win_streak    ="อัพเกรดเครื่องประดิษฐ์"
lang_skyrace_title    ="สกายเรซ"
lang_skyrace_end    ="จบ"
lang_sky_race_rule    ="สำเร็จ <rgb = 255,255,0> 10 ระดับแรก </rgb> และรับรางวัลมากมาย"
lang_loading    ="กำลังโหลด..."
lang_you    ="คุณ"
lang_none    ="ไม่"
lang_start    ="เริ่ม"
lang_end    ="จบ"
# Adventure Cup    =""
lang_advt_title    ="ราชาแห่งการผจญภัย"
lang_advt_des    =""
lang_advt_buy_failed    ="ข้อมูลผิดพลาด!"
lang_advt_cup    ="ถ้วย"
lang_advt_hint_connect    ="เชื่อมต่ออินเทอร์เน็ตเพื่อเข้าร่วมการแข่งขัน"
lang_advt_hint_connect1    ="คุณได้รับชัยชนะครั้งแรก \n เชื่อมต่ออินเทอร์เน็ตเพื่อเข้าร่วมการแข่งขัน"
lang_advt_hint_win    ="ชนะเกมเพื่อเริ่มเข้าร่วม"
lang_advt_rank    ="อันดับ: @i@"
# Craft Tutorial    =""
lang_craft_tutorial_1    ="เปิด <rgb = 49,138,0> คอลเลคชั่น</rgb> เพื่อดูการ์ดที่คุณเพิ่งได้รับ!"
lang_craft_tutorial_2    ="โปรดกลับมาตรวจสอบอีกครั้งหลังจาก <rgb = 49,138,0> หมดเวลา</rgb> เพื่อ <rgb = 49,138,0> รับของขวัญชิ้นต่อไป </rgb>!"
lang_craft_tutorial_3    ="<rgb = 49,138,0> แตะ </rgb> <rgb = 49,138,0> สิ่งประดิษฐ์ </rgb> เพื่อรับของขวัญ"
lang_craft_tutorial_4    ="สิ่งประดิษฐ์ <rgb = 49,138,0> จะเปิดใช้งาน </rgb> เมื่อ <rgb = 49,138,0> แสดงบนชั้นวางเท่านั้น</rgb> แตะที่ช่องเพื่อวางแสดง"
lang_craft_tutorial_5    ="<rgb = 49,138,0> การ์ดสิ่งประดิษฐ์ </rgb> ที่คุณเพิ่งได้รับเพื่อสร้าง <rgb = 49,138,0> สิ่งประดิษฐ์ </rgb>"
lang_craft_tutorial_6    ="แตะที่นี่เพื่อเปิด <rgb = 49,138,0> เครื่องคราฟท์ </rgb>"
lang_craft_tutorial_7    ="คุณมีสูตรที่ประดิษฐ์ได้!"
lang_craft_tutorial_8    ="คุณสามารถใช้การ์ดที่คุณเพิ่งเปิดไป <rgb = 49,138,0>ทำการคราฟต์</rgb> ที่มีประโยชน์ <rgb = 49,138,0> สิ่งประดิษฐ์ </rgb> และ <rgb = 49,138,0> ไอเทม </rgb>"
lang_craft_tutorial_9    ="คุณมีวัตถุดิบเพียงพอสำหรับสูตรนี้! แตะ <rgb = 49,138,0> คราฟท์ </rgb> เพื่อทำ"
lang_craft_tutorial_10    ="นี่คือการ์ด <rgb = 49,138,0> วัสดุ </rgb> ที่จำเป็นสำหรับสูตร"
lang_craft_tutorial_11    ="นี่คือไพ่ที่คุณ <rgb = 49,138,0> เป็นเจ้าของ </rgb>"
lang_craft_tutorial_12    ="คุณเพิ่งได้รับการ์ด <rgb = 49,138,0> รถเมล์สองชั้น </rgb>"
lang_craft_tutorial_13    ="<rgb = 49,138,0> สิ่งประดิษฐ์ </rgb> มีประสิทธิภาพและเป็นประโยชน์สำหรับการเล่นเกมของคุณ!"
lang_craft_tutorial_14    ="ในการ <rgb = 49,138,0> สร้าง </rgb>รถเมล์สองชั้น คุณต้องมี <rgb = 49,138,0> 10 การ์ดสิ่งประดิษฐ์ </rgb> ประเภทนี้"
lang_craft_tutorial_15    ="คุณได้สะสมมากพอที่จะได้รับ<rgb = 49,138,0> รางวัล </rgb>"
# Piggy    =""
lang_piggy_title    ="กระปุกออมสิน"
lang_piggy_des    =" สะสม G ในแต่ละเกมที่ชนะ \n สะสมอย่างน้อย <color = YELLOW> @numG1@G </color> เพื่อซื้อกระปุกออมสินในราคาพิเศษ หรือเก็บสะสมไว้ได้ถึง <color = YELLOW> @numG2@G </ สี>"
lang_piggy_step_1    ="ชนะระดับ"
lang_piggy_step_2    ="เก็บ G"
lang_piggy_step_3    ="ซื้อกระปุกออมสิน!"
lang_piggy_full_short    ="เต็ม!"
lang_piggy_current    ="ถึง <rgb = 49,138,0> @num@G </rgb> แล้ว"
lang_piggy_full_long    ="เต็มแล้ว!"
lang_piggy_info1_not_enough    ="สะสม G ยังไม่พอ"
lang_piggy_info1_enough    ="G สะสมขั้นต่ำ"
lang_piggy_info1_full    ="กระปุกออมสินเต็มแล้ว!!!"
lang_piggy_info2_not_enough    ="ชนะระดับเพื่อสะสม <rgb = 49,138,0> @num@G </rgb> มากขึ้น สำหรับแต่ละระดับไปยังกระปุกออมสิน!"
lang_piggy_info2_enough    ="หากคุณต้องการ G ทันใจ \n คุณสามารถซื้อกระปุกออมสินและทุบมันได้เลย!"
lang_piggy_info2_full    ="ไม่มีที่ว่างอีกแล้วให้ G \n ซื้อกระปุกออมสินแล้วทุบมันซะ!"
lang_piggy_buy    ="ซื้อ @prc@"
lang_piggy_buy_failed    ="ข้อมูลผิดพลาด!"
lang_thankiu_comment    ="ขอบคุณสำหรับความคิดเห็นของคุณ"
lang_day    ="day"
lang_login_error    ="Login Error! Please try again"
lang_cannot_connect    ="Can't connect to server: error @value@"
lang_buy_failed    ="Purchase not success!"
NOTI_TILE_1    ="อัปเดตด้วยระดับใหม่!"
NOTI_TILE_2    ="ไม่เจอกัน7วันแล้ว!"
NOTI_TILE_3    ="คุณเพิ่งได้รับรางวัล!"
NOTI_TILE_4    ="ทุบหมู ทุบหมูเลย!"
NOTI_TILE_5    ="โปรโมชั่นหมดเขตแล้ว!"
NOTI_TILE_6    ="อีเวนท์ "เจ้าแห่งฟ้า" เริ่มต้น!"
NOTI_TILE_7    ="กิจกรรม "เจ้าแห่งฟ้า" สิ้นสุดแล้ว!"
NOTI_TILE_8    ="กิจกรรม "ราชาแห่งการสำรวจ" เริ่มต้น!"
NOTI_TILE_9    ="กิจกรรม "ราชาแห่งการสำรวจ" สิ้นสุดแล้ว!"
NOTI_TILE_10    =""ตามหาอัญมณี" เริ่มแล้ว!"
NOTI_TILE_11    ="หัวใจเต็ม!"
NOTI_TILE_12    ="คุณได้ 1 หัวใจจาก ฝูงบิน!"
NOTI_TILE_13    ="คุณได้รับการ์ด 1 ใบจากฝูงบิน!"
NOTI_TILE_14    ="ไปผจญภัยกันเถอะ!"
NOTI_TILE_15    =""
NOTI_DES_1_1    ="เหมียวสำรวจได้อัปเดตระดับใหม่มากมาย มาพิชิตพวกมันกันเถอะ"
NOTI_DES_1_2    ="7 วันแล้วที่คุณไม่ได้กลับมาผจญภัย แมวชีสคิดถึงคุณ!"
NOTI_DES_1_3    ="คุณเพิ่งได้รับของขวัญลับ ลองเปิดดูสิว่ามันคืออะไร"
NOTI_DES_1_4    ="กระปุกออมสินของคุณเต็มไปด้วยรางวัล มาทุบมันซะ"
NOTI_DES_1_5    ="แพ็คเกจโปรโมชั่น "เริ่มเดินทาง" หมดเขตแล้ว มาดูกันว่ามีอะไรบ้าง"
NOTI_DES_1_6    ="กิจกรรม  "เจ้าแห่งฟ้า" ออกโบยบินแล้ว มาแข่งขันกับผู้เล่นคนอื่นกันเถอะ!"
NOTI_DES_1_7    ="กิจกรรม  "เจ้าแห่งฟ้า" สิ้นสุดลงแล้ว มาดูกันว่ารางวัลของคุณคืออะไร"
NOTI_DES_1_8    ="กิจกรรม "ราชาแห่งการสำรวจ" เริ่มต้นขึ้นแล้ว มาแข่งกันไปจุดสูงสุดได้แล้วตอนนี้"
NOTI_DES_1_9    ="กิจกรรม "ราชาแห่งการสำรวจ" สิ้นสุดแล้ว คุณมี 1 รางวัลที่ยังไม่ได้รับ"
NOTI_DES_1_10    =" "ตามหาอัญมณี" เริ่มต้นขึ้นแล้ว คุณกล้าที่จะรับความท้าทายนี้หรือไม่?"
NOTI_DES_1_11    ="หัวใจเต็ม ไปสำรวจกับแมวชีสกันเถอะ"
NOTI_DES_1_12    ="คุณได้รับ 1 หัวใจจากฝูงบินของคุณ มารับกันเลย"
NOTI_DES_1_13    ="ฝูงบินของคุณให้การ์ดใหม่แก่คุณ ต้องรออีกไหม? มารับได้เลยทันที"
NOTI_DES_1_14    ="คุณมีภารกิจที่ยังไม่เสร็จ มาทำภารกิจให้สำเร็จและรับรางวัลกัน"
NOTI_DES_1_15    ="คุณไม่ได้เข้าเกมหนึ่งวัน โปรดกลับมาสำรวจกับน้องชีส"
NOTI_DES_2_1    ="ระดับใหม่มากมายเพิ่งได้รับการอัปเดต มาเป็นคนแรกที่ได้ลอง!"
NOTI_DES_2_4    ="มาทุบกระปุกออมสินกัน ข้างในต้องมีของรางวัลมากมายแน่เลย"
NOTI_DES_2_5    ="ในแพ็คเกจโปรโมชั่น "เริ่มเดินทาง" มีหลายอย่าง มาดูกันว่าในนั้นมีอะไรบ้าง"
NOTI_DES_2_11    ="คุณมี 5 หัวใจ ไปผจญภัยกันเถอะ"
test    =""
# On Boarding    =""
lang_onboarding_text_1    ="ลอนดอน ศตวรรษที่ 18\nยุคทองของวิทยาศาสตร์และเทคโนโลยี"
lang_onboarding_text_2    ="เทคโนโลยีช่วยให้อาณาจักรแมวไปถึงจุดสูงสุด..."
lang_onboarding_text_3    ="...แต่ถ้าสิ่งยิ่งใหญ่เหล่านี้ตกไปอยู่ในมือที่ผิดล่ะ"
lang_onboarding_text_4    ="เช่นเดียวกับเรื่องอื่นๆ เมื่อคนร้ายอาละวาด ฮีโร่ก็จะปรากฏขึ้น..."
lang_onboarding_text_5    ="ในกรณีนี้คือ แม็ค และชีสปู่กับหลานชายผู้คลั่งไคล้วิทยาศาสตร์"
lang_onboarding_text_6    ="พวกเขาจะเดินทางไปทั่ว แต่ทุกอย่างเริ่มต้นที่เมืองคาลิโค"
lang_onboarding_text_7    ="อาาา คาลิโค ที่รัก ฉันคิดถึงห้องแล็บเล็กๆ ของฉันจัง..."
lang_onboarding_text_8    ="...ปู่หมายถึงห้องรกๆ ที่เต็มไปชิ้นส่วนของต่างๆใช่ไหม"
lang_onboarding_text_9    ="อืม ที่นั้นก็เรียกว่าบ้านอยู่แล้ว..."
lang_onboarding_text_10    ="แล้ว... เกิดอะไรขึ้นหลังจากนั้น?"
lang_onboarding_text_11    ="ปูู่่ไปรับหลานไม่ทันเพราะบางสิ่ง"
lang_onboarding_text_12    ="ให้หลานช่วยจำด้วยการไขปริศนา!"
lang_onboarding_text_13    ="แตะช่องเพื่อแสดงภาพที่นี่"
lang_onboarding_text_14    ="คุณต้องใช้ ดาว เพื่อเปิดภาพ คุณจะได้รับดาวเมื่อผ่านด่าน"
lang_onboarding_text_15    ="ใช่เลย! ปู่ติดอยู่ในสวนหลังบ้านขณะทดสอบสิ่งประดิษฐ์ใหม่!"
lang_onboarding_text_16    ="ฮึ่มม! ตอนนั้นฉันคิดว่ามันเป็นความผิดของฉันเอง!"
lang_onboarding_text_17    ="แตะที่นี่เพื่อดูเป้าหมายปัจจุบัน"
lang_onboarding_text_18    ="ถูกต้อง! นั่นคือตอนที่ฉันติดอยู่ในเครื่องฉุด มีคนดักฉันไว้ที่นั่น"
lang_onboarding_text_19    ="แตะเครื่องลากเพื่อบรรลุเป้าหมาย"
lang_onboarding_text_20    ="ปู่ถูกขังอยู่ในเครื่องล้อ? และล้อของมันก็แบนด้วย"
lang_onboarding_text_21    ="แตะวงล้อแบนเพื่อให้บรรลุเป้าหมาย"
lang_onboarding_text_22    ="แตะที่นี่เพื่อเล่นต่อและสะสมดาวเพิ่ม!"
# Meta    =""
lang_find_object    ="มองหาไอเทมต่อไปนี้:"
lang_btn_agree    ="ยอมรับ"
lang_not_enough_star    ="ดาวไม่พอ"
lang_not_enough_star_ins    ="คุณมีดาวไม่พอจะเปิดชิ้นส่วน เล่นเพื่อรับเพิ่ม"
lang_chapter    ="บท"
lang_open    ="เปิด"
lang_offer_title_0    ="ย่างก้าวสำรวจ"
lang_roll    ="หมุน"
lang_more_heart    ="ใส่หัวใจ"
lang_ads_upgrade    ="อัพเกรด"
lang_sugest_0    ="ไกด์"
lang_sugest_1    ="เกมนี้ค่อนข้างท้าทาย บูสเตอร์นี้อาจช่วยคุณได้"
lang_sugest_2    ="ใช้"
lang_setting    ="การตั้งค่า"
lang_sound    ="เสียง"
lang_music    ="ดนตรี"
lang_help    ="สนับสนุน"
lang_syn_progress    ="พบความคืบหน้า!"
lang_syn_progress_0    ="คุณต้องการรับความคืบหน้า\nของเกมที่พบในอุปกรณ์อื่น\nของคุณหรือไม่?"
lang_syn_progress_1    ="ความคืบหน้าในปัจจุบัน"
lang_syn_progress_2    ="เซิร์ฟเวอร์"
lang_syn_progress_3    ="ระดับ"
lang_syn_progress_4    ="ทอง"
lang_syn_progress_5    ="เลือก"
lang_confirm_link    ="ยืนยันการเชื่อมโยงบัญชีแขก กับบัญชี Facebook?"
lang_meta_title    ="ปริศนา"
lang_meta_tut_0    ="เปิดภาพ - ค้นหาไอเทม"
lang_meta_tut_1    ="ชนะเกมเพื่อสะสมดาว\nเปิดชิ้นส่วนปริศนาเพื่อค้นหาไอเท็ม\nทำภารกิจให้สำเร็จเพื่อรับของขวัญสุดเจ๋ง"
lang_meta_tut_2    ="ชนะเกม"
lang_meta_tut_3    ="เปิดภาพ"
lang_meta_tut_4    ="ค้นหา"
lang_meta_tut_5    ="รับรางวัล"
lang_meta_tut_6    ="ย่างก้าวสำรวจ"
lang_offer_content_1    ="หาเพิ่ม"
lang_offer_content_2    ="กระเป๋าเดินทาง"
lang_offer_content_3    ="โปรโมชั่นสิ้นสุดใน:"
lang_more_heart_1    ="หัวใจมากขึ้น!"
lang_next_heart    ="หัวใจถัดไป:"
lang_hammer_tut    ="ค้อนยักษ์สามารถทำลายแถวหรือชั้นใด ๆ ทั้งในแนวนอนและแนวตั้งโดยไม่หักตา"
lang_buy    ="ซื้อ"
lang_help_heart    ="ขอหัวใจ"
lang_shop_caution    ="* หมายเหตุ: ท่านจะได้รับสินค้าตามมูลค่าของบัตร"
lang_tab_shop    ="ร้านค้า"
lang_tab_meta    ="สมุดเดินทาง"
lang_tab_home    ="บ้าน"
lang_tab_rank    ="อันดับ"
lang_tab_setting    ="การตั้งค่า"
lang_collect    ="เก็บรวบรวม"
lang_meta_noti_0    ="คุณยังไม่ได้เปิดภาพนี้"
lang_meta_noti_1    ="สำเร็จรูปภาพปัจจุบันเพื่อเปิดใหม่!"
lang_rating_0    ="ข้อเสนอแนะ"
lang_rating_1    ="ส่ง"
lang_touch_to_ignore    ="แตะเพื่อข้าม"
lang_touch_to_skip    ="ข้าม "
lang_touch_to_continue    ="แตะเพื่อไปต่อ"
lang_element_1    ="หนังสือ"
lang_element_2    ="ถ้วย"
lang_pu_1    ="จรวด"
lang_pu_2    ="มิสไซล์"
lang_pu_3    ="ชิ้นออมนิ"
lang_pu_4    ="ระเบิด"
lang_delete    ="ลบ"
lang_restore    ="กู้คืน"
lang_delete_1    ="ลบบัญชี"
lang_delete_2    ="คุณจะสูบเสียข้อมูลเกมทั้งหมดหากลบบัญชีนี้"
lang_delete_3    ="กระบวนการลบจะใช้เวลาทั้งหมด 7 วันจึงเสร็จ หลังจากนี้บัญชีจึงจะถููกลบ"
lang_touch_to_open    ="แตะเพื่อเปิดแพ็ค"
touch_to_puzzle    ="แต่เพื่อแก้พัซเซิล"
lang_remain    ="เหลือ"
lang_touch_to_input    ="แตะเพื่อใส่"
lang_error    ="ผิดพลาด"
lang_error_syn    ="ไม่สามารถเชื่อมบัญชี"
lang_next_picture    ="หน้าต่อไป"
lang_shop_g_iap_pack11    ="โปรหมู 1"
lang_shop_g_iap_pack12    ="โปรหมูุ 2"
lang_shop_g_iap_pack7    ="โปรเดินทาง 1"
lang_shop_g_iap_pack8    ="โปรเดินทาง 2"
lang_shop_g_iap_pack9    ="โปรเดินทาง 3"
lang_shop_g_iap_pack10    ="โปรเดินทาง 4"
lang_gc    ="รหัสของขวัญ"
lang_gcnote    ="ติดตามแฟนเพจเพื่อเข้าร่วมกิจกรรมและของขวัญนับร้อย"
lang_gcip    ="ใส่่โค้ด"
GC_ERR_1    ="ล้มเหลว"
GC_ERR_3    ="รหัสไม่มี"
GC_ERR_4    ="รหัสหมดอายุ"
GC_ERR_5    ="จำนวนรหัสไม่พอ"
GC_ERR_6    ="รหัสใช้แล้ว"
GC_HELP_1    ="โปรดใส่รหัสของขวัญ"
lang_fanpage    ="แฟนเพจ"
lang_shop_g_atm_pack_6    ="แพ็คตระเตรียม"
lang_syn    ="การซิงโครไนซ์... "
lang_alert_guest_link_fb    =""
lang_bossrun_title    =""
lang_bossrun_play    =""
lang_bossrun_wait_0    =""
lang_bossrun_wait_1    =""
lang_bossrun_passed_level    =""
lang_bossrun_wait_level    =""
lang_bossrun_boss_1    =""
lang_bossrun_boss_2    =""
lang_bossrun_boss_3    =""
lang_bossrun_boss_4    =""
lang_bossrun_boss_5    =""
lang_bossrun_boss_6    =""
lang_bossrun_boss_intro_1    =""
lang_bossrun_boss_intro_2    =""
lang_bossrun_boss_intro_3    =""
lang_bossrun_boss_intro_4    =""
lang_bossrun_boss_intro_5    =""
lang_bossrun_boss_intro_6    =""
lang_bossrun_boss_cleared_1    =""
lang_bossrun_boss_cleared_2    =""
lang_bossrun_boss_cleared_3    =""
lang_bossrun_boss_cleared_4    =""
lang_bossrun_boss_cleared_5    =""
lang_bossrun_boss_cleared_6    =""
lang_bossrun_info    =""
lang_bossrun_hidden    =""
lang_bossrun_boss_info_1    =""
lang_bossrun_boss_info_2    =""
lang_bossrun_boss_info_3    =""
lang_bossrun_boss_info_4    =""
lang_bossrun_boss_info_5    =""
lang_bossrun_boss_info_6    =""
lang_bossrun_help_heart_des    =""
lang_bossrun_help_heart_title    =""
lang_bossrun_quest    =""
lang_bossrun_takedown_boss    =""
lang_bossrun_boss_des_1_1    =""
lang_bossrun_boss_des_1_2    =""
lang_bossrun_boss_des_1_3    =""
lang_bossrun_boss_des_1_4    =""
lang_bossrun_boss_des_1_5    =""
lang_bossrun_boss_lose_1_1    =""
lang_bossrun_boss_lose_1_2    =""
lang_bossrun_boss_lose_1_3    =""
lang_bossrun_boss_lose_1_4    =""
lang_bossrun_boss_lose_1_5    =""
lang_bossrun_boss_des_2_1    =""
lang_bossrun_boss_des_2_2    =""
lang_bossrun_boss_des_2_3    =""
lang_bossrun_boss_des_2_4    =""
lang_bossrun_boss_des_2_5    =""
lang_bossrun_boss_lose_2_1    =""
lang_bossrun_boss_lose_2_2    =""
lang_bossrun_boss_lose_2_3    =""
lang_bossrun_boss_lose_2_4    =""
lang_bossrun_boss_lose_2_5    =""
lang_bossrun_boss_des_3_1    =""
lang_bossrun_boss_des_3_2    =""
lang_bossrun_boss_des_3_3    =""
lang_bossrun_boss_des_3_4    =""
lang_bossrun_boss_des_3_5    =""
lang_bossrun_boss_lose_3_1    =""
lang_bossrun_boss_lose_3_2    =""
lang_bossrun_boss_lose_3_3    =""
lang_bossrun_boss_lose_3_4    =""
lang_bossrun_boss_lose_3_5    =""
lang_bossrun_boss_des_4_1    =""
lang_bossrun_boss_des_4_2    =""
lang_bossrun_boss_des_4_3    =""
lang_bossrun_boss_des_4_4    =""
lang_bossrun_boss_des_4_5    =""
lang_bossrun_boss_lose_4_1    =""
lang_bossrun_boss_lose_4_2    =""
lang_bossrun_boss_lose_4_3    =""
lang_bossrun_boss_lose_4_4    =""
lang_bossrun_boss_lose_4_5    =""
lang_bossrun_boss_des_5_1    =""
lang_bossrun_boss_des_5_2    =""
lang_bossrun_boss_des_5_3    =""
lang_bossrun_boss_des_5_4    =""
lang_bossrun_boss_des_5_5    =""
lang_bossrun_boss_lose_5_1    =""
lang_bossrun_boss_lose_5_2    =""
lang_bossrun_boss_lose_5_3    =""
lang_bossrun_boss_lose_5_4    =""
lang_bossrun_boss_lose_5_5    =""
lang_bossrun_boss_des_6_1    =""
lang_bossrun_boss_des_6_2    =""
lang_bossrun_boss_des_6_3    =""
lang_bossrun_boss_des_6_4    =""
lang_bossrun_boss_des_6_5    =""
lang_bossrun_boss_lose_6_1    =""
lang_bossrun_boss_lose_6_2    =""
lang_bossrun_boss_lose_6_3    =""
lang_bossrun_boss_lose_6_4    =""
lang_bossrun_boss_lose_6_5    =""
lang_bossrun_boss_stage_1_1    =""
lang_bossrun_boss_stage_1_2    =""
lang_bossrun_boss_stage_1_3    =""
lang_bossrun_boss_stage_1_4    =""
lang_bossrun_boss_stage_1_5    =""
lang_bossrun_boss_stage_2_1    =""
lang_bossrun_boss_stage_2_2    =""
lang_bossrun_boss_stage_2_3    =""
lang_bossrun_boss_stage_2_4    =""
lang_bossrun_boss_stage_2_5    =""
lang_bossrun_boss_stage_3_1    =""
lang_bossrun_boss_stage_3_2    =""
lang_bossrun_boss_stage_3_3    =""
lang_bossrun_boss_stage_3_4    =""
lang_bossrun_boss_stage_3_5    =""
lang_bossrun_boss_stage_4_1    =""
lang_bossrun_boss_stage_4_2    =""
lang_bossrun_boss_stage_4_3    =""
lang_bossrun_boss_stage_4_4    =""
lang_bossrun_boss_stage_4_5    =""
lang_bossrun_boss_stage_5_1    =""
lang_bossrun_boss_stage_5_2    =""
lang_bossrun_boss_stage_5_3    =""
lang_bossrun_boss_stage_5_4    =""
lang_bossrun_boss_stage_5_5    =""
lang_bossrun_boss_stage_6_1    =""
lang_bossrun_boss_stage_6_2    =""
lang_bossrun_boss_stage_6_3    =""
lang_bossrun_boss_stage_6_4    =""
lang_bossrun_boss_stage_6_5    =""
lang_inbox_title    =""
lang_inbox_tab_noti    =""
lang_inbox_tab_gift    =""
lang_inbox_no_mail_0    =""
lang_inbox_no_mail_1    =""
lang_claimed    =""
lang_inbox_delete_all    =""
lang_inbox_read_all    =""
lang_inbox_claim    =""
lang_inbox_unread    =""
lang_inbox_not_received    =""
lang_inbox_seen    =""
lang_inbox_expired    =""
lang_inbox_time_expire    =""
lang_inbox_err_1001    =""
lang_inbox_err_1002    =""
lang_btn_reopen    =""
lang_alert_reload_ask    =""
# Event Launching    =""
lang_launching_title    =""
lang_launching_step    =""
lang_launching_guide    =""
lang_launching_step_unlocked    =""
lang_launching_remain    =""
lang_days    =""
lang_DONE    =""
lang_done_today    =""
lang_launching_hint_1    =""
lang_launching_hint_2    =""
lang_launching_hint_3    =""
lang_launching_error_1    =""
lang_launching_error_2    =""
lang_launching_error_3    =""
lang_launching_error_4    =""
lang_launching_error_5    =""
RESOURCE_ITEM_DES_0    =""
RESOURCE_ITEM_DES_1    =""
RESOURCE_ITEM_DES_2    =""
RESOURCE_ITEM_DES_3    =""
RESOURCE_ITEM_DES_4    =""
RESOURCE_ITEM_DES_6    =""
RESOURCE_ITEM_DES_30    =""
RESOURCE_ITEM_DES_31    =""
RESOURCE_ITEM_DES_32    =""
RESOURCE_ITEM_DES_33    =""
RESOURCE_ITEM_DES_34    =""
RESOURCE_ITEM_DES_35    =""
RESOURCE_ITEM_DES_40    =""
RESOURCE_ITEM_DES_41    =""
RESOURCE_ITEM_DES_42    =""
RESOURCE_ITEM_DES_50    =""
RESOURCE_ITEM_DES_51    =""
RESOURCE_ITEM_DES_52    =""
